# Este fichero incluye todos los dataset multilingues con las etiquetas correctas.
text,sentence,annotation,aspect_cat,words,gold_labels
"['falunière', 'Pontlevoy']","Nous avons eu connaissance également d'une autre pièce pou- vant être rapprochée de la précé- dente et que nous ne saurions passer sous silence ici , malgré qu'elle provienne d'une falunière de Pontlevoy .","['ASPECT', 'ASPECT']","['NAT_LANDFORM', 'LOCATION']","['Nous', 'avons', 'eu', 'connaissance', 'également', ""d'une"", 'autre', 'pièce', 'pou', 'vant', 'être', 'rapprochée', 'de', 'la', 'précé', 'dente', 'et', 'que', 'nous', 'ne', 'saurions', 'passer', 'sous', 'silence', 'ici', ',', 'malgré', ""qu'elle"", 'provienne', ""d'une"", 'falunière', 'de', 'Pontlevoy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O']"
"[""l'animal""]","Les dimensions concordent assez bien avec celles que devait avoir la mâchoire de l'animal possédant la M3 précédente mais , pas plus que celle-ci , cette incisive ne peut permettre une détermination spécifique certaine .",['NULL_CAT'],['FAUNA'],"['Les', 'dimensions', 'concordent', 'assez', 'bien', 'avec', 'celles', 'que', 'devait', 'avoir', 'la', 'mâchoire', 'de', ""l'animal"", 'possédant', 'la', 'M3', 'précédente', 'mais', ',', 'pas', 'plus', 'que', 'celle', 'ci', ',', 'cette', 'incisive', 'ne', 'peut', 'permettre', 'une', 'détermination', 'spécifique', 'certaine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['la Touraine-Blésois', 'Rhinocé- ridés', 'Ceratorhinus tagicus race ligericus', 'vallée', 'la Loire']","Ces deux pièces permettent toutefois d'établir avec certitude l'existence dans l'horizon de la Touraine-Blésois de Rhinocé- ridés de petite taille , qui peuvent représenter la suite directe du rameau du Ceratorhinus tagicus race ligericus , signalé par l'un de nous dans le Burdigalien de la vallée de la Loire .","['ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['LOCATION', 'FAUNA', 'FAUNA', 'NAT_LANDFORM', 'LOCATION']","['Ces', 'deux', 'pièces', 'permettent', 'toutefois', ""d'établir"", 'avec', 'certitude', ""l'existence"", 'dans', ""l'horizon"", 'de', 'la', 'Touraine', 'Blésois', 'de', 'Rhinocé', 'ridés', 'de', 'petite', 'taille', ',', 'qui', 'peuvent', 'représenter', 'la', 'suite', 'directe', 'du', 'rameau', 'du', 'Ceratorhinus', 'tagicus', 'race', 'ligericus', ',', 'signalé', 'par', ""l'un"", 'de', 'nous', 'dans', 'le', 'Burdigalien', 'de', 'la', 'vallée', 'de', 'la', 'Loire', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'I-LOCATION', 'O']"
"['ce Rhino- céros', 'Manthe- lan', 'Pontlevoy', 'Rhinocéros ( Ceratorhi- nus ) simorrensis']","Malgré la pénurie des matériaux dont nous pouvons dispo- ser , il nous paraît cependant possible de rapprocher ce Rhino- céros de petite taille , découvert dans l'Helvétien de Manthe- lan et de Pontlevoy , de deux formes , ayant entre elles une très grande ressemblance , sinon peut-être identiques : l'une est FiG . 16 . — Rhinocéros ( Ceratorhi- nus ) simorrensis .","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['FAUNA', 'LOCATION', 'LOCATION', 'FAUNA']","['Malgré', 'la', 'pénurie', 'des', 'matériaux', 'dont', 'nous', 'pouvons', 'dispo', 'ser', ',', 'il', 'nous', 'paraît', 'cependant', 'possible', 'de', 'rapprocher', 'ce', 'Rhino', 'céros', 'de', 'petite', 'taille', ',', 'découvert', 'dans', ""l'Helvétien"", 'de', 'Manthe', 'lan', 'et', 'de', 'Pontlevoy', ',', 'de', 'deux', 'formes', ',', 'ayant', 'entre', 'elles', 'une', 'très', 'grande', 'ressemblance', ',', 'sinon', 'peut', 'être', 'identiques', ""l'une"", 'est', 'FiG', '.', '16', '.', 'Rhinocéros', 'Ceratorhi', 'nus', 'simorrensis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']"
"['Falun55', 'Touraine']",Falun55 de la Touraine .,"['ASPECT', 'ASPECT']","['LAND_COVER', 'LOCATION']","['Falun55', 'de', 'la', 'Touraine', '.']","['B-LAND_COVER', 'O', 'O', 'B-LOCATION', 'O']"
['Manlhelan'],Manlhelan .,['ASPECT'],['LOCATION'],"['Manlhelan', '.']","['B-LOCATION', 'O']"
"['Lecointre', 'Grillemont']",Collection Lecointre . à Grillemont .,"['ASPECT', 'ASPECT']","['PERSON', 'LOCATION']","['Collection', 'Lecointre', '.', 'à', 'Grillemont', '.']","['O', 'B-PERSON', 'O', 'O', 'B-LOCATION', 'O']"
"['MAMMIFÈRES FOSSILES', ""FALL'NS"", 'TOURAINE', 'Rhinocéros austriacus Peters', 'Peters', ""d'Eibis- wald"", 'étage Helvétien', 'Si- morre', 'Rhinocéros simor- rensis Lartet', 'Lartet']","Grandeur naturelle . 30 MAMMIFÈRES FOSSILES DES FALL'NS DE LA TOURAINE le Rhinocéros austriacus Peters , décrit d'après des prémolai- res supérieures et une incisive infé- rieure provenant des lignites d'Eibis- wald , en Styrie ( étage Helvétien ^ ) ; l'autre , espèce de Tllelvétien de Si- morre ( Gers ) , est le Rhinocéros simor- rensis Lartet .","['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['FAUNA', 'LAND_COVER', 'LOCATION', 'FAUNA', 'PERSON', 'NAT_LANDFORM', 'LOCATION', 'LOCATION', 'FAUNA', 'PERSON']","['Grandeur', 'naturelle', '.', '30', 'MAMMIFÈRES', 'FOSSILES', 'DES', ""FALL'NS"", 'DE', 'LA', 'TOURAINE', 'le', 'Rhinocéros', 'austriacus', 'Peters', ',', 'décrit', ""d'après"", 'des', 'prémolai', 'res', 'supérieures', 'et', 'une', 'incisive', 'infé', 'rieure', 'provenant', 'des', 'lignites', ""d'Eibis"", 'wald', ',', 'en', 'Styrie', 'étage', 'Helvétien', ';', ""l'autre"", ',', 'espèce', 'de', 'Tllelvétien', 'de', 'Si', 'morre', 'Gers', ',', 'est', 'le', 'Rhinocéros', 'simor', 'rensis', 'Lartet', '.']","['O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-LAND_COVER', 'O', 'O', 'B-LOCATION', 'O', 'B-FAUNA', 'I-FAUNA', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'B-PERSON', 'O']"
"['Peters', 'Pont- levoy']","L'incisive inférieure figurée par Peters est fort voisine de celle de Pont- levoy , mais l'absence de M3 empêche de pousser plus loin la comparaison .","['ASPECT', 'ASPECT']","['PERSON', 'LOCATION']","[""L'incisive"", 'inférieure', 'figurée', 'par', 'Peters', 'est', 'fort', 'voisine', 'de', 'celle', 'de', 'Pont', 'levoy', ',', 'mais', ""l'absence"", 'de', 'M3', 'empêche', 'de', 'pousser', 'plus', 'loin', 'la', 'comparaison', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['R , siniorrensis', 'Muséum', 'Lyon', 'Lartet', 'Man- thelan']","D'après une belle série dentaire supérieure P2-M3 de R , siniorrensis conservée au Muséum de Lyon et déterminée par Lartet lui-même , la dernière molaire de cette espèce est de la même taille que la M3 de Man- thelan ; sa vallée largement ouverte et son crochet postérieur bien déve- loppé confirment ce rapprochement qui mérite toutefois d'être établi d'une manière plus précise et sur de nou- velles pièces .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FAUNA', 'HUM_LANDFORM', 'LOCATION', 'PERSON', 'LOCATION']","[""D'après"", 'une', 'belle', 'série', 'dentaire', 'supérieure', 'P2', 'M3', 'de', 'R', ',', 'siniorrensis', 'conservée', 'au', 'Muséum', 'de', 'Lyon', 'et', 'déterminée', 'par', 'Lartet', 'lui', 'même', ',', 'la', 'dernière', 'molaire', 'de', 'cette', 'espèce', 'est', 'de', 'la', 'même', 'taille', 'que', 'la', 'M3', 'de', 'Man', 'thelan', ';', 'sa', 'vallée', 'largement', 'ouverte', 'et', 'son', 'crochet', 'postérieur', 'bien', 'déve', 'loppé', 'confirment', 'ce', 'rapprochement', 'qui', 'mérite', 'toutefois', ""d'être"", 'établi', ""d'une"", 'manière', 'plus', 'précise', 'et', 'sur', 'de', 'nou', 'velles', 'pièces', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['la faune', 'faluns', 'Touraine', 'Rhinocéros', 'R. siniorrensis Lartet', 'Lartet', 'R. austria- cus Peters', 'Peters']","Pour le moment , nous ne pouvons qu'émettre cette hypothèse — très plausible — de l'existence dans la faune des faluns de la Touraine d'un Rhinocéros de taille relativement petite ayant la plus grande affinité avec le R. siniorrensis Lartet_ , et le R. austria- cus Peters , tous trois du même niveau géologique .","['NULL_CAT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FAUNA', 'LAND_COVER', 'LOCATION', 'FAUNA', 'FAUNA', 'PERSON', 'FAUNA', 'PERSON']","['Pour', 'le', 'moment', ',', 'nous', 'ne', 'pouvons', ""qu'émettre"", 'cette', 'hypothèse', 'très', 'plausible', 'de', ""l'existence"", 'dans', 'la', 'faune', 'des', 'faluns', 'de', 'la', 'Touraine', ""d'un"", 'Rhinocéros', 'de', 'taille', 'relativement', 'petite', 'ayant', 'la', 'plus', 'grande', 'affinité', 'avec', 'le', 'R', '.', 'siniorrensis', 'Lartet_', ',', 'et', 'le', 'R', '.', 'austria', 'cus', 'Peters', ',', 'tous', 'trois', 'du', 'même', 'niveau', 'géologique', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-LAND_COVER', 'O', 'O', 'B-LOCATION', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Rhinocéros ( Ceratorhinus ) cf . si- niorrensis'],FiG . 17 . — Rhinocéros ( Ceratorhinus ) cf . si- niorrensis .,['ASPECT'],['FAUNA'],"['FiG', '.', '17', '.', 'Rhinocéros', 'Ceratorhinus', 'cf', '.', 'si', 'niorrensis', '.']","['O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']"
"['Faluns', 'Blésois', 'Pontlevoy']","Faluns du Blésois , Pontlevoy .","['ASPECT', 'ASPECT', 'ASPECT']","['LAND_COVER', 'LOCATION', 'LOCATION']","['Faluns', 'du', 'Blésois', ',', 'Pontlevoy', '.']","['B-LAND_COVER', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O']"
"[""duD '' '' Houssay""]",Col- lection duD '' '' Houssay .,['ASPECT'],['PERSON'],"['Col', 'lection', 'duD', ""''"", ""''"", 'Houssay', '.']","['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']"
"['Eibiswald', 'Steiermark']","Peters , Zur Kenntniss der AVirbelthiere aus den Miocanschichten von Eibiswald en Steiermark III .","['ASPECT', 'ASPECT']","['LOCATION', 'LOCATION']","['Peters', ',', 'Zur', 'Kenntniss', 'der', 'AVirbelthiere', 'aus', 'den', 'Miocanschichten', 'von', 'Eibiswald', 'en', 'Steiermark', 'III', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O']"
"['Rhinocéros , Anchithehium']","Rhinocéros , Anchithehium .",['ASPECT'],['FAUNA'],"['Rhinocéros', ',', 'Anchithehium', '.']","['B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']"
['Wien'],"Wissenschaften^ Wien , avril 1869 .",['ASPECT'],['LOCATION'],"['Wissenschaften', 'Wien', ',', 'avril', '1869', '.']","['O', 'B-LOCATION', 'O', 'O', 'O', 'O']"
"['MACROTHERILM GRANDE', 'CHALIGOTHÉRIDÉS', 'MACROTHERIUM', 'Lartet']",MACROTHERILM GRANDE 31 Famille des CHALIGOTHÉRIDÉS Genre MACROTHERIUM Lartet .,"['NULL_CAT', 'NULL_CAT', 'NULL_CAT', 'ASPECT']","['FAUNA', 'FAUNA', 'FAUNA', 'PERSON']","['MACROTHERILM', 'GRANDE', '31', 'Famille', 'des', 'CHALIGOTHÉRIDÉS', 'Genre', 'MACROTHERIUM', 'Lartet', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-FAUNA', 'O', 'B-FAUNA', 'B-PERSON', 'O']"
"['Macrotherium grande', 'Lartet']",Macrotherium grande Lartet . iS .,"['NULL_CAT', 'ASPECT']","['FAUNA', 'PERSON']","['Macrotherium', 'grande', 'Lartet', '.', 'iS', '.']","['B-FAUNA', 'I-FAUNA', 'B-PERSON', 'O', 'O', 'O']"
"['Grand Anoplotherium', 'Pan- golin gigantesque']",Macrotherium grande f= Grand Anoplotherium = Pan- golin gigantesque ) .,"['NULL_CAT', 'NULL_CAT']","['FAUNA', 'FAUNA']","['Macrotherium', 'grande', 'f', 'Grand', 'Anoplotherium', 'Pan', 'golin', 'gigantesque', '.']","['O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']"
['Lartet'],"Lartet , C.",['ASPECT'],['PERSON'],"['Lartet', ',', 'C', '.']","['B-PERSON', 'O', 'O', 'O']"
"['Macrotherium gigantesque', 'Lartet', 'Blainville']",Macrotherium gigantesque Lartet ( fide Blainville C.,"['NULL_CAT', 'ASPECT', 'ASPECT']","['FAUNA', 'PERSON', 'LOCATION']","['Macrotherium', 'gigantesque', 'Lartet', 'fide', 'Blainville', 'C', '.']","['B-FAUNA', 'I-FAUNA', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'O']"
['Anoplotherium grande'],Anoplotherium grande .,['NULL_CAT'],['PERSON'],"['Anoplotherium', 'grande', '.']","['B-PERSON', 'I-PERSON', 'O']"
['Blainville'],"Blainville , Ostéographie G.",['ASPECT'],['LOCATION'],"['Blainville', ',', 'Ostéographie', 'G', '.']","['B-LOCATION', 'O', 'O', 'O', 'O']"
['Anoplothe- rium'],"Anoplothe- rium , pi .",['NULL_CAT'],['FAUNA'],"['Anoplothe', 'rium', ',', 'pi', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O']"
['Macrotherium sansaniense'],Macrotherium sansaniense .,['NULL_CAT'],['FAUNA'],"['Macrotherium', 'sansaniense', '.']","['B-FAUNA', 'I-FAUNA', 'O']"
"['Lartet', 'colline', 'Sansnn']","Lartet^ Notice sur la colline de Sansnn , p. 22. i85i .","['ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'NAT_LANDFORM', 'LOCATION']","['Lartet', 'Notice', 'sur', 'la', 'colline', 'de', 'Sansnn', ',', 'p', '.', '22', '.', 'i85i', '.']","['B-PERSON', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Anisodon ma , gnum']","Anisodon ma , gnum .",['NULL_CAT'],['FAUNA'],"['Anisodon', 'ma', ',', 'gnum', '.']","['B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']"
"['Lartet', 'colline', 'Sansan', 'Gervais']","Lartet , Notice sur la colline de Sansan , Gervais , p. 3o , 1878 .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'NAT_LANDFORM', 'LOCATION', 'LOCATION']","['Lartet', ',', 'Notice', 'sur', 'la', 'colline', 'de', 'Sansan', ',', 'Gervais', ',', 'p', '.', '3o', ',', '1878', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Macrotherium sansaniense', 'Gaudry']","Macrotherium sansaniense , Gaudry , Enchaînements ......","['NULL_CAT', 'ASPECT']","['FAUNA', 'LOCATION']","['Macrotherium', 'sansaniense', ',', 'Gaudry', ',', 'Enchaînements', '.', '.', '.', '.', '.', '.']","['B-FAUNA', 'I-FAUNA', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Mam- mifères lertiaires'],Mam- mifères lertiaires^ p. 194 . 1889 .,['NULL_CAT'],['FAUNA'],"['Mam', 'mifères', 'lertiaires', 'p', '.', '194', '.', '1889', '.']","['B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O']"
['Chalicotherium magnum'],Chalicotherium magnum .,['NULL_CAT'],['FAUNA'],"['Chalicotherium', 'magnum', '.']","['B-FAUNA', 'I-FAUNA', 'O']"
"['Mammifères', 'Sansan']","Filhol , Etudes sur les Mammifères de Sansan , p. 2 ( ) 4 , p.","['NULL_CAT', 'ASPECT']","['FAUNA', 'LOCATION']","['Filhol', ',', 'Etudes', 'sur', 'les', 'Mammifères', 'de', 'Sansan', ',', 'p', '.', '2', '4', ',', 'p', '.']","['O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Macrotherium grande'],Macrotherium grande .,['NULL_CAT'],['FAUNA'],"['Macrotherium', 'grande', '.']","['B-FAUNA', 'I-FAUNA', 'O']"
"['Lartet', 'race Rhodanicum']","Lartet , race Rhodanicum .","['ASPECT', 'NULL_CAT']","['PERSON', 'FAUNA']","['Lartet', ',', 'race', 'Rhodanicum', '.']","['B-PERSON', 'O', 'B-FAUNA', 'I-FAUNA', 'O']"
"['Depéret', 'Faune', 'Mammifères miocènes', 'Grive-Saint-Alban']","Depéret , Faune de Mammifères miocènes de la Grive-Saint-Alban .","['ASPECT', 'NULL_CAT', 'NULL_CAT', 'ASPECT']","['PERSON', 'FAUNA', 'FAUNA', 'PERSON']","['Depéret', ',', 'Faune', 'de', 'Mammifères', 'miocènes', 'de', 'la', 'Grive', 'Saint', 'Alban', '.']","['B-PERSON', 'O', 'B-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']"
"[""Muséum d'Histoire naturelle"", 'Lyon']","Archives du Muséum d'Histoire naturelle de Lyon , V. p. 63 L 1908 .","['ASPECT', 'ASPECT']","['HUM_LANDFORM', 'PERSON']","['Archives', 'du', 'Muséum', ""d'Histoire"", 'naturelle', 'de', 'Lyon', ',', 'V', '.', 'p', '.', '63', 'L', '1908', '.']","['O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Macrotherium grande'],Macrotherium grande .,['NULL_CAT'],['FAUNA'],"['Macrotherium', 'grande', '.']","['B-FAUNA', 'I-FAUNA', 'O']"
"['Mayet', 'Mammifères miocènes', ""l'Orléanais"", 'Faluns', 'Touraine']","Mayet , Elude des Mammifères miocènes de l'Orléanais et des Faluns de la Touraine , p. 280 , pi .","['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'FAUNA', 'LOCATION', 'LAND_COVER', 'LOCATION']","['Mayet', ',', 'Elude', 'des', 'Mammifères', 'miocènes', 'de', ""l'Orléanais"", 'et', 'des', 'Faluns', 'de', 'la', 'Touraine', ',', 'p', '.', '280', ',', 'pi', '.']","['B-PERSON', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-LOCATION', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['falun', 'Pontlevoy', 'Ma- crotherium grande', 'faune', 'faluns', 'falunière', 'Bossée-Manthelan', 'Grillemont']","X , % . : l Aux deux pièces signalées jusqu^ici — un fragment de man- dibule avec P4 et Mi et une phalange unguéale , provenant du falun de Pontlevoy — comme établissant l'existence du Ma- crotherium grande dans la faune des faluns , nous ajoutons une phalange trouvée dans une falunière de Bossée-Manthelan , et faisant partie de la collection Lecointre , à Grillemont .","['ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['LAND_COVER', 'LOCATION', 'FAUNA', 'FAUNA', 'LAND_COVER', 'LOCATION', 'LOCATION', 'LOCATION']","['X', ',', '.', 'l', 'Aux', 'deux', 'pièces', 'signalées', 'jusqu', 'ici', 'un', 'fragment', 'de', 'man', 'dibule', 'avec', 'P4', 'et', 'Mi', 'et', 'une', 'phalange', 'unguéale', ',', 'provenant', 'du', 'falun', 'de', 'Pontlevoy', 'comme', 'établissant', ""l'existence"", 'du', 'Ma', 'crotherium', 'grande', 'dans', 'la', 'faune', 'des', 'faluns', ',', 'nous', 'ajoutons', 'une', 'phalange', 'trouvée', 'dans', 'une', 'falunière', 'de', 'Bossée', 'Manthelan', ',', 'et', 'faisant', 'partie', 'de', 'la', 'collection', 'Lecointre', ',', 'à', 'Grillemont', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'B-FAUNA', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O']"
"['MAMMIFÈRES FOSSILES', 'FALUNS', 'TOURAINE']","Il s'agit d'une seconde phalange ou phalangine , probable- 1 A consulter pour la synonymie , 32 MAMMIFÈRES FOSSILES DES FALUNS DE LA TOURAINE ment du membre antérieur .","['NULL_CAT', 'NULL_CAT', 'ASPECT']","['FAUNA', 'LAND_COVER', 'LOCATION']","['Il', ""s'agit"", ""d'une"", 'seconde', 'phalange', 'ou', 'phalangine', ',', 'probable', '1', 'A', 'consulter', 'pour', 'la', 'synonymie', ',', '32', 'MAMMIFÈRES', 'FOSSILES', 'DES', 'FALUNS', 'DE', 'LA', 'TOURAINE', 'ment', 'du', 'membre', 'antérieur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-LAND_COVER', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']"
"['Antoine Vincent Arnault', 'Antoine Vincent Arnault', 'Alfiéri', 'bords', ""l'Arno""]","Author: Antoine Vincent Arnault
Title: Antoine Vincent Arnault
Language: French
Il n ' y est personne qui n'ait fait honneur à votre nom , personne , y compris le superbe Alfiéri , qui se trouvait pour le moment sur les bords de l'Arno .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'PERSON', 'PERSON', 'NAT_LANDFORM', 'NAT_LANDFORM']","['Author', 'Antoine', 'Vincent', 'Arnault', 'Title', 'Antoine', 'Vincent', 'Arnault', 'Language', 'French', 'Il', 'n', ""'"", 'y', 'est', 'personne', 'qui', ""n'ait"", 'fait', 'honneur', 'à', 'votre', 'nom', ',', 'personne', ',', 'y', 'compris', 'le', 'superbe', 'Alfiéri', ',', 'qui', 'se', 'trouvait', 'pour', 'le', 'moment', 'sur', 'les', 'bords', 'de', ""l'Arno"", '.']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-NAT_LANDFORM', 'O']"
"['Lenoir', 'personne']","_Mon voisin s'appelle Lenoir_ , dit aussitôt une personne qui se trouvait près de moi .","['ASPECT', 'NULL_CAT']","['PERSON', 'PERSON']","['_Mon', 'voisin', ""s'appelle"", 'Lenoir_', ',', 'dit', 'aussitôt', 'une', 'personne', 'qui', 'se', 'trouvait', 'près', 'de', 'moi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
